Name,l,b,r,a,b,e,angle,rc_pc,rc_min,rc_error,d_min,d_max,dist,dmod,dist_e,pmra,pmra_e,pmdec,pmdec_e,r_pm,member,cal_mem,age,br,brbv,bl,blbv,corresponding_clusters
460,230.95 ,3.14 ,0.73 ,0.76 ,0.70 ,0.08 ,-1.58 ,1.39 ,10.04 ,0.06 ,444,509,475.80 ,476,13.25 ,-7.05 ,0.25 ,0.98 ,0.24 ,0.64 ,374,382.30 ,8,5.63 ,-0.12 ,5.63 ,-0.12 ,"NGC_2422__cgoc__3,NGC_2423__cgoc__1,Alessi_17__khar__1,NGC_2422__khar__1,NGC_2423__khar__1,NGC_2425__khar__1,NGC_2422__dias__1,NGC_2423__dias__1,NGC_2425__dias__1,NGC_2422__cocd__1,NGC_2423__cocd__1"
461,230.97 ,-10.44 ,0.76 ,0.83 ,0.69 ,0.17 ,-4.02 ,2.18 ,10.47 ,0.06 ,684,752,717.00 ,715,16.75 ,-4.34 ,0.16 ,-1.39 ,0.17 ,0.43 ,371,513.15 ,8,7.08 ,1.35 ,9.38 ,-0.07 ,"NGC_2287__cgoc__3,NGC_2287__khar__1,NGC_2287__dias__1,NGC_2287__cocd__1"
462,231.09 ,-2.26 ,0.42 ,0.50 ,0.35 ,0.29 ,-0.02 ,1.66 ,6.22 ,0.02 ,845,983,914.33 ,919,36.28 ,-1.35 ,0.08 ,0.53 ,0.10 ,0.26 ,67,125.89 ,8.45,9.11 ,1.20 ,11.27 ,0.13 ,"NGC_2358__cgoc__3,NGC_2358__khar__1,NGC_2358__dias__1,NGC_2358__cocd__1"
463,231.11 ,-7.75 ,1.90 ,2.44 ,1.47 ,0.40 ,23.38 ,7.04 ,35.75 ,0.28 ,561,802,680.99 ,677,58.80 ,-5.31 ,0.19 ,1.46 ,0.17 ,0.43 ,75,104.20 ,7.9,9.93 ,-0.06 ,9.93 ,-0.06 ,"Ruprecht_5__khar__1,Tombaugh_1__khar__1,Auner_1__khar__1,Ruprecht_5__dias__1,Tombaugh_1__dias__1,Auner_1__dias__1"
464,231.17 ,-9.51 ,3.54 ,4.09 ,3.06 ,0.25 ,24.98 ,10.44 ,89.94 ,0.70 ,265,589,408.85 ,399,64.29 ,-6.39 ,0.25 ,4.94 ,0.24 ,0.52 ,102,104.29 ,7.8,8.88 ,-0.05 ,8.88 ,-0.05 ,"NGC_2287__cgoc__1,NGC_2287__khar__1,Berkeley_75__khar__1,Ruprecht_149__khar__1,Ruprecht_5__khar__1,Tombaugh_1__khar__1,Ruprecht_9__khar__1,Tombaugh_2__khar__1,Auner_1__khar__1,NGC_2287__dias__1,Berkeley_75__dias__1,Ruprecht_149__dias__1,Ruprecht_5__dias__1,Tombaugh_1__dias__1,Ruprecht_9__dias__1,Tombaugh_2__dias__1,Auner_1__dias__1,NGC_2287__cocd__1"
465,231.60 ,-4.41 ,0.76 ,0.93 ,0.63 ,0.33 ,67.61 ,2.66 ,9.91 ,0.13 ,856,998,924.98 ,924,32.10 ,-3.57 ,0.10 ,0.38 ,0.11 ,0.26 ,46,86.98 ,7.9,10.73 ,0.02 ,10.73 ,0.02 ,DBSB_3__khar__1
466,231.65 ,16.14 ,1.84 ,2.18 ,1.56 ,0.28 ,67.13 ,0.01 ,0.08 ,0.00 ,306,666,463.17 ,458,62.58 ,-8.32 ,0.23 ,3.98 ,0.24 ,0.57 ,32,37.86 ,8.1,8.40 ,0.24 ,9.28 ,0.17 ,"UBC12c__ubc__3,RSG3__rsg__3"
467,231.78 ,10.65 ,0.83 ,1.00 ,0.69 ,0.31 ,16.22 ,2.70 ,16.03 ,0.09 ,505,654,578.30 ,579,25.90 ,-6.99 ,0.12 ,-1.72 ,0.11 ,0.29 ,49,68.08 ,8.2,8.62 ,-0.06 ,9.04 ,-0.09 ,0
468,232.13 ,7.20 ,0.38 ,0.49 ,0.29 ,0.42 ,54.08 ,1.03 ,4.06 ,0.22 ,781,960,872.97 ,871,38.53 ,-1.58 ,0.08 ,0.10 ,0.11 ,0.36 ,22,36.14 ,8.2,11.38 ,0.09 ,11.38 ,0.09 ,0
469,232.54 ,-4.41 ,1.49 ,1.78 ,1.24 ,0.31 ,-11.65 ,4.10 ,32.75 ,0.46 ,303,573,428.50 ,430,40.82 ,-8.12 ,0.32 ,3.76 ,0.27 ,0.67 ,53,54.19 ,7.55,8.50 ,0.03 ,8.50 ,0.03 ,"Ruprecht_10__khar__1,DBSB_3__khar__1,Ruprecht_10__dias__1"
470,232.73 ,-4.05 ,0.74 ,0.96 ,0.58 ,0.40 ,12.16 ,2.33 ,8.02 ,0.10 ,923,1075,997.41 ,999,35.98 ,-4.81 ,0.11 ,4.23 ,0.10 ,0.26 ,55,104.00 ,7.5,7.98 ,-0.11 ,7.98 ,-0.11 ,0
471,233.05 ,-11.82 ,5.60 ,6.79 ,4.62 ,0.32 ,20.42 ,14.30 ,119.63 ,1.29 ,304,518,408.01 ,411,44.39 ,-4.92 ,0.37 ,5.96 ,0.36 ,0.78 ,406,415.09 ,7.65,7.12 ,-0.23 ,7.12 ,-0.23 ,"ASCC_32__cgoc__1,NGC_2287__cgoc__1,vdBergh_83__cgoc__1,FSR_1235__khar__1,vdBergh_83__khar__1,NGC_2287__khar__1,Berkeley_75__khar__1,Ruprecht_149__khar__1,FSR_1279__khar__1,Collinder_121__khar__1,Ruprecht_5__khar__1,Tombaugh_1__khar__1,ASCC_32__khar__1,Ruprecht_9__khar__1,Tombaugh_2__khar__1,ASCC_33__khar__1,vdBergh_83__dias__1,NGC_2287__dias__1,Berkeley_75__dias__1,Ruprecht_149__dias__1,Ruprecht_5__dias__1,Collinder_121__dias__1,Tombaugh_1__dias__1,Alessi_33__dias__1,Ruprecht_9__dias__1,Tombaugh_2__dias__1,ASCC_33__dias__1,NGC_2287__cocd__1,Collinder_121__cocd__1"
472,234.05 ,-0.45 ,1.08 ,1.12 ,1.03 ,0.08 ,-18.09 ,3.03 ,14.24 ,0.10 ,644,832,738.23 ,732,41.21 ,-5.31 ,0.22 ,0.24 ,0.21 ,0.57 ,86,118.92 ,7.95,6.59 ,1.39 ,9.86 ,-0.03 ,"FSR_1253__khar__1,FSR_1260__khar__1,Haffner_24__khar__1,DBSB_6__khar__1,DBSB_5__khar__1,DBSB_9__khar__1,FSR_1253__dias__1,Haffner_24__dias__1,Mayer_3__dias__1,Bochum_6__dias__1"
473,235.16 ,-9.95 ,1.89 ,2.18 ,1.64 ,0.25 ,-20.48 ,15.67 ,61.84 ,0.41 ,770,971,870.10 ,871,52.32 ,-2.93 ,0.23 ,3.44 ,0.20 ,0.54 ,616,1153.01 ,7.3,6.90 ,-0.25 ,8.23 ,-0.28 ,"Berkeley_75__khar__1,Ruprecht_149__khar__1,Collinder_121__khar__1,Berkeley_75__dias__1,Ruprecht_149__dias__1,Collinder_121__dias__1,Collinder_121__cocd__1"
474,236.43 ,-14.37 ,0.17 ,0.22 ,0.13 ,0.38 ,-68.67 ,1.37 ,5.01 ,0.05 ,861,1013,941.54 ,937,40.06 ,-2.90 ,0.13 ,3.26 ,0.16 ,0.36 ,22,53.38 ,7.2,10.70 ,-0.06 ,10.70 ,-0.06 ,"vdBergh_83__cgoc__3,vdBergh_83__khar__1,vdBergh_83__dias__1"
475,237.12 ,0.01 ,1.31 ,1.41 ,1.22 ,0.13 ,-10.21 ,6.53 ,33.38 ,0.38 ,537,837,680.40 ,672,73.58 ,-5.90 ,0.22 ,4.17 ,0.25 ,0.54 ,59,82.46 ,8,11.86 ,0.43 ,11.90 ,0.39 ,"DBSB_10__khar__1,NGC_2421__khar__1,Czernik_31__khar__1,NGC_2421__dias__1,Czernik_31__dias__1,NGC_2421__cocd__1"
476,237.49 ,-7.94 ,0.84 ,0.99 ,0.71 ,0.29 ,-13.79 ,1.97 ,10.33 ,0.14 ,601,711,655.77 ,654,21.13 ,-1.94 ,0.13 ,4.20 ,0.12 ,0.33 ,105,145.48 ,8.35,7.70 ,0.04 ,9.88 ,0.04 ,"Gulliver_21__cgoc__3,Ruprecht_13__khar__1,FSR_1289__khar__1,Ruprecht_13__dias__1"
477,237.53 ,-7.40 ,1.65 ,1.81 ,1.50 ,0.17 ,-20.77 ,14.60 ,77.09 ,0.95 ,545,775,655.96 ,651,53.97 ,-4.73 ,0.34 ,3.62 ,0.24 ,0.63 ,187,259.49 ,7.6,8.12 ,-0.19 ,8.12 ,-0.19 ,"Gulliver_21__cgoc__2d,ASCC_33__khar__1,Ruprecht_13__khar__1,FSR_1289__khar__1,FSR_1281__khar__1,NGC_2352__khar__1,NGC_2354__khar__1,ASCC_33__dias__1,Ruprecht_13__dias__1,NGC_2352__dias__1,NGC_2354__dias__1,NGC_2354__cocd__1"
478,237.61 ,-10.60 ,2.06 ,2.78 ,1.54 ,0.45 ,1.59 ,5.28 ,45.63 ,0.17 ,289,515,397.39 ,398,25.90 ,-5.98 ,0.29 ,5.90 ,0.26 ,0.65 ,160,163.59 ,7.65,8.22 ,-0.17 ,8.22 ,-0.17 ,"ASCC_32__cgoc__1,FSR_1279__khar__1,ASCC_32__khar__1,Collinder_121__dias__1,Alessi_33__dias__1"
479,239.99 ,-8.29 ,1.25 ,1.65 ,0.95 ,0.42 ,22.16 ,5.61 ,31.92 ,0.22 ,503,710,603.42 ,604,31.62 ,-3.21 ,0.22 ,6.21 ,0.16 ,0.46 ,65,90.23 ,7.65,7.83 ,-0.20 ,7.83 ,-0.20 ,"Ruprecht_12__khar__1,Ruprecht_12__dias__1,Ruprecht_12__cocd__1"
480,240.04 ,0.15 ,0.58 ,0.67 ,0.51 ,0.23 ,0.11 ,1.70 ,5.87 ,0.04 ,943,1053,998.59 ,998,27.55 ,-3.57 ,0.15 ,5.07 ,0.15 ,0.41 ,425,690.28 ,8.6,7.69 ,1.60 ,10.86 ,0.07 ,"NGC_2447__cgoc__3,NGC_2447__khar__1,NGC_2447__dias__1,NGC_2447__cocd__1"
481,240.30 ,-2.50 ,1.95 ,2.27 ,1.68 ,0.26 ,-4.89 ,4.18 ,29.84 ,0.23 ,359,625,488.21 ,482,48.52 ,-7.84 ,0.37 ,5.75 ,0.30 ,0.75 ,110,130.18 ,7.7,6.71 ,-0.18 ,6.71 ,-0.18 ,"FSR_1302__khar__1,Riddle_5__khar__1,Alessi_18__khar__1,Ruprecht_27__khar__1,Ruprecht_29__khar__1,Alessi_18__dias__1,Ruprecht_27__dias__1,Ruprecht_29__dias__1,Ruprecht_27__cocd__1"
482,240.34 ,-16.46 ,3.06 ,3.28 ,2.86 ,0.13 ,-69.65 ,9.90 ,51.43 ,0.29 ,542,782,658.50 ,662,49.85 ,-3.01 ,0.25 ,4.41 ,0.22 ,0.51 ,93,128.54 ,7.5,5.72 ,-1.86 ,5.72 ,-1.86 ,"NGC_2243__khar__1,ESO_426-26__khar__1,FSR_1285__khar__1,Ruprecht_2__khar__1,Ruprecht_3__khar__1,FSR_1303__khar__1,NGC_2243__dias__1,ESO_426_26__dias__1,Ruprecht_2__dias__1,Ruprecht_3__dias__1"
483,244.24 ,-19.36 ,1.39 ,2.06 ,0.94 ,0.54 ,-79.18 ,7.10 ,35.88 ,0.24 ,614,749,680.38 ,680,26.05 ,-2.05 ,0.12 ,6.24 ,0.09 ,0.24 ,27,37.51 ,8.2,9.66 ,1.27 ,9.94 ,-0.04 ,FSR_1317__khar__1
484,244.93 ,-7.83 ,2.89 ,3.94 ,2.12 ,0.46 ,9.71 ,0.01 ,0.10 ,0.02 ,289,493,390.88 ,390,25.88 ,-8.09 ,0.23 ,4.69 ,0.23 ,0.52 ,184,188.08 ,7.65,5.36 ,-0.22 ,6.27 ,-0.26 ,"Collinder_132__cgoc__1,Collinder_140__cgoc__3,Collinder_132__khar__1,Ruprecht_14__khar__1,Haffner_7__khar__1,Collinder_140__khar__1,Ruprecht_21__khar__1,ESO_429-05__khar__1,Ruprecht_14__dias__1,Collinder_132__dias__1,Haffner_7__dias__1,Collinder_140__dias__1,Ruprecht_21__dias__1,ESO_429_05__dias__1,Collinder_132__cocd__1,Collinder_140__cocd__1"
485,245.03 ,-3.61 ,0.95 ,1.14 ,0.79 ,0.31 ,7.10 ,1.76 ,10.67 ,0.10 ,504,630,567.87 ,567,25.51 ,-6.21 ,0.21 ,5.88 ,0.18 ,0.47 ,179,248.39 ,7.6,7.76 ,-0.23 ,7.76 ,-0.23 ,"Haffner_13__cgoc__3,Ruprecht_28__khar__1,Haffner_13__khar__1,ESO_429-13__khar__1,FSR_1320__khar__1,Ruprecht_28__dias__1,Haffner_13__dias__1,ESO_429_13__dias__1,Haffner_13__cocd__1"
486,246.08 ,1.88 ,0.97 ,1.17 ,0.79 ,0.32 ,-3.08 ,1.56 ,8.39 ,0.14 ,590,686,638.21 ,638,19.93 ,-5.59 ,0.16 ,7.26 ,0.16 ,0.44 ,223,309.55 ,8.6,9.09 ,1.14 ,9.87 ,0.22 ,"NGC_2527__cgoc__3,NGC_2527__khar__1,NGC_2527__dias__1,NGC_2527__cocd__1"
487,246.14 ,12.81 ,3.28 ,3.82 ,2.81 ,0.26 ,-7.73 ,10.61 ,39.86 ,1.19 ,785,1045,918.78 ,915,63.25 ,-6.50 ,0.20 ,2.56 ,0.20 ,0.44 ,179,292.63 ,8.75,7.36 ,0.23 ,8.92 ,-0.03 ,"FSR_1346__khar__1,UBC21__ubc__3"
488,248.19 ,-0.33 ,2.02 ,2.46 ,1.66 ,0.32 ,4.94 ,7.59 ,51.39 ,0.19 ,405,637,512.65 ,508,46.38 ,-8.90 ,0.36 ,5.49 ,0.32 ,0.79 ,192,226.74 ,7.65,4.70 ,0.28 ,8.31 ,-0.14 ,"Haffner_20__khar__1,NGC_2489__khar__1,FSR_1342__khar__1,Turner_12__khar__1,FSR_1336__khar__1,Ruprecht_153__khar__1,FSR_1339__khar__1,Ruprecht_47__khar__1,ESO_430-09__khar__1,Ruprecht_48__khar__1,Ruprecht_50__khar__1,Ruprecht_51__khar__1,ESO_430-14__khar__1,Ruprecht_155__khar__1,Ruprecht_52__khar__1,ESO_430-18__khar__1,NGC_2533__khar__1,vdBergh-Hagen_19__khar__1,NGC_2489__dias__1,Haffner_20__dias__1,Turner_12__dias__1,Ruprecht_153__dias__1,Ruprecht_47__dias__1,ESO_430_09__dias__1,Ruprecht_48__dias__1,Ruprecht_50__dias__1,Ruprecht_51__dias__1,ESO_430_14__dias__1,Ruprecht_155__dias__1,Ruprecht_52__dias__1,ESO_430_18__dias__1,NGC_2533__dias__1,BH_19__dias__1,NGC_2489__cocd__1,Ruprecht_47__cocd__1,ESO_430-18__cocd__1"
489,248.88 ,-11.41 ,3.06 ,3.17 ,2.95 ,0.07 ,-2.45 ,6.57 ,77.14 ,0.22 ,216,371,293.47 ,293,18.45 ,-9.90 ,0.39 ,6.50 ,0.46 ,1.01 ,516,516.00 ,7.65,4.52 ,-0.01 ,4.97 ,-0.25 ,"Collinder_135__cgoc__3,FSR_1326__khar__1,FSR_1332__khar__1,ESO_367-10__khar__1,Collinder_135__khar__1,DC_3__khar__1,ESO_367_10__dias__1,Collinder_135__dias__1,DC_3__dias__1,Collinder_135__cocd__1,UBC7b__ubc__3"
490,249.43 ,-0.83 ,1.55 ,1.94 ,1.24 ,0.36 ,-13.06 ,5.05 ,22.12 ,0.15 ,683,887,785.40 ,785,49.14 ,-3.84 ,0.17 ,3.67 ,0.13 ,0.38 ,108,175.53 ,8.2,8.03 ,1.37 ,8.46 ,-0.16 ,"FSR_1342__khar__1,Ruprecht_47__khar__1,Ruprecht_48__khar__1,ESO_430-14__khar__1,Ruprecht_155__khar__1,Ruprecht_52__khar__1,vdBergh-Hagen_19__khar__1,Ruprecht_47__dias__1,Ruprecht_48__dias__1,Ruprecht_50__dias__1,ESO_430_14__dias__1,Ruprecht_155__dias__1,Ruprecht_52__dias__1,BH_19__dias__1,Ruprecht_47__cocd__1"
491,250.61 ,-3.73 ,1.61 ,1.79 ,1.44 ,0.20 ,-5.36 ,3.02 ,14.05 ,0.54 ,611,920,759.95 ,739,77.07 ,-6.46 ,0.20 ,4.92 ,0.23 ,0.50 ,70,113.59 ,7.95,6.40 ,1.02 ,8.22 ,0.04 ,"FSR_1350__khar__1,FSR_1361__khar__1,Kronberger_85__khar__1,Kronberger_85__dias__1"
492,250.73 ,-0.88 ,0.71 ,0.81 ,0.62 ,0.23 ,-8.39 ,0.00 ,0.02 ,0.00 ,658,767,712.16 ,713,26.40 ,-7.43 ,0.10 ,5.39 ,0.07 ,0.24 ,17,23.50 ,7.9,5.84 ,1.22 ,8.58 ,-0.08 ,0
493,250.80 ,0.18 ,0.85 ,1.08 ,0.66 ,0.39 ,7.27 ,3.60 ,12.86 ,0.11 ,874,1052,964.83 ,963,40.65 ,-5.77 ,0.10 ,6.86 ,0.09 ,0.24 ,23,43.49 ,7.9,10.85 ,0.16 ,10.87 ,0.10 ,"FSR_1357__khar__1,Ruprecht_55__khar__1,Ruprecht_55__dias__1,Ruprecht_55__cocd__1"
494,251.06 ,-7.92 ,0.89 ,1.14 ,0.70 ,0.39 ,-17.17 ,4.74 ,18.51 ,0.16 ,778,985,877.97 ,881,38.47 ,-5.35 ,0.08 ,5.25 ,0.10 ,0.25 ,19,31.74 ,7.75,12.36 ,0.42 ,12.36 ,0.42 ,0
495,251.37 ,-15.37 ,1.40 ,1.48 ,1.32 ,0.10 ,34.61 ,4.76 ,24.62 ,0.31 ,567,773,664.82 ,664,42.22 ,-2.42 ,0.14 ,5.67 ,0.17 ,0.33 ,36,58.51 ,8.45,8.67 ,1.32 ,10.98 ,0.30 ,0
496,252.27 ,-6.86 ,3.42 ,4.58 ,2.55 ,0.44 ,-2.44 ,0.20 ,1.90 ,2.56 ,281,458,368.29 ,369,23.22 ,-9.59 ,0.30 ,4.74 ,0.25 ,0.64 ,351,358.79 ,7.65,5.01 ,-0.14 ,5.73 ,-0.30 ,"NGC_2451A__cgoc__1,NGC_2451B__cgoc__3,NGC_2451A__khar__1,Ruprecht_31__khar__1,ESO_368-11__khar__1,NGC_2451B__khar__1,FSR_1361__khar__1,NGC_2477__khar__1,Ruprecht_152__khar__1,BH_4__dias__1,Ruprecht_31__dias__1,NGC_2451A__dias__1,ESO_368_11__dias__1,NGC_2451B__dias__1,NGC_2477__dias__1,Ruprecht_152__dias__1,NGC_2451A__cocd__1,Ruprecht_31__cocd__1,NGC_2451B__cocd__1,NGC_2477__cocd__1"
497,252.45 ,-7.24 ,1.71 ,1.95 ,1.51 ,0.23 ,-13.30 ,2.75 ,49.04 ,0.15 ,162,225,193.18 ,193,5.04 ,-20.97 ,0.56 ,15.28 ,0.51 ,1.30 ,220,220.00 ,7.95,5.36 ,-0.23 ,5.36 ,-0.23 ,"NGC_2451A__cgoc__3,NGC_2451B__cgoc__1,NGC_2451A__khar__1,NGC_2451B__khar__1,NGC_2451A__dias__1,NGC_2451B__dias__1,NGC_2451A__cocd__1,NGC_2451B__cocd__1"
498,253.03 ,7.21 ,1.42 ,1.47 ,1.37 ,0.07 ,14.08 ,6.21 ,28.82 ,0.16 ,663,823,747.36 ,741,35.60 ,-2.60 ,0.13 ,-0.64 ,0.14 ,0.30 ,40,65.39 ,8,9.60 ,0.03 ,9.60 ,0.03 ,"FSR_1371__khar__1,Collinder_196__khar__1,Collinder_196__dias__1,Collinder_198__dias__1"
499,254.36 ,11.42 ,1.84 ,2.06 ,1.64 ,0.20 ,-24.01 ,33.14 ,113.82 ,1.36 ,859,1143,1000.51 ,1001,70.10 ,-6.75 ,0.19 ,2.67 ,0.17 ,0.40 ,106,199.17 ,7.9,9.24 ,0.08 ,9.24 ,0.08 ,0
500,255.37 ,-3.86 ,1.84 ,2.05 ,1.65 ,0.19 ,-41.72 ,0.04 ,0.15 ,0.01 ,751,1003,873.16 ,877,60.50 ,-4.60 ,0.14 ,3.99 ,0.16 ,0.34 ,97,208.47 ,7.4,10.66 ,0.15 ,10.66 ,0.15 ,"Gulliver_10__cgoc__1,FSR_1378__khar__1,FSR_1380__khar__1,FSR_1380__dias__1"
501,255.48 ,-15.31 ,1.56 ,1.73 ,1.41 ,0.18 ,9.54 ,4.57 ,21.13 ,0.20 ,618,888,746.28 ,744,47.59 ,-5.93 ,0.28 ,6.74 ,0.27 ,0.65 ,47,76.99 ,7.75,8.81 ,-0.03 ,10.35 ,-0.04 ,FSR_1377__khar__1
502,255.60 ,-1.29 ,0.27 ,0.32 ,0.22 ,0.30 ,14.54 ,0.77 ,3.76 ,0.06 ,656,743,702.67 ,699,19.15 ,-8.08 ,0.17 ,5.61 ,0.17 ,0.44 ,22,35.99 ,7.85,10.01 ,0.03 ,10.01 ,0.03 ,0
503,255.64 ,0.31 ,0.65 ,0.77 ,0.56 ,0.27 ,-79.46 ,2.20 ,12.10 ,0.17 ,499,766,624.35 ,626,37.07 ,-5.74 ,0.14 ,5.05 ,0.10 ,0.36 ,25,34.82 ,7.1,10.12 ,-0.02 ,10.12 ,-0.02 ,"Collinder_185__khar__1,Collinder_185__dias__1,Collinder_185__cocd__1"
504,255.81 ,-2.55 ,0.38 ,0.51 ,0.28 ,0.45 ,64.44 ,0.48 ,2.77 ,0.14 ,529,660,592.74 ,593,30.00 ,-4.41 ,0.18 ,4.98 ,0.17 ,0.45 ,36,87.63 ,6.95,9.71 ,0.11 ,9.71 ,0.11 ,Gulliver_10__cgoc__3
505,257.60 ,-15.14 ,1.57 ,1.75 ,1.41 ,0.20 ,-21.64 ,2.74 ,33.63 ,0.16 ,146,417,279.01 ,280,8.90 ,-9.84 ,0.27 ,11.89 ,0.29 ,0.71 ,80,80.00 ,8.6,7.03 ,1.11 ,7.83 ,0.24 ,"Alessi_3__cgoc__3,Alessi_3__khar__1,Alessi_3__dias__1,Alessi_3__cocd__1"
506,258.31 ,-3.12 ,1.38 ,1.51 ,1.26 ,0.17 ,-26.64 ,2.34 ,9.67 ,0.34 ,734,925,832.47 ,831,43.82 ,-2.02 ,0.17 ,7.51 ,0.15 ,0.41 ,54,101.90 ,8.8,9.42 ,1.16 ,11.53 ,0.35 ,"Ruprecht_56__khar__1,SAI_88__khar__1,Pismis_2__khar__1,ESO_312-03__khar__1,Ruprecht_56__dias__1,SAI_88__dias__1,Pismis_2__dias__1,Majaess_99__dias__1,Majaess_101__dias__1,Majaess_104__dias__1,ESO_312_03__dias__1,Ruprecht_56__cocd__1"
507,258.66 ,-7.56 ,1.87 ,2.31 ,1.51 ,0.35 ,11.91 ,4.48 ,37.47 ,0.19 ,283,563,410.43 ,411,35.98 ,-9.45 ,0.33 ,8.72 ,0.34 ,0.78 ,84,85.86 ,7.7,5.27 ,-0.24 ,5.27 ,-0.24 ,"Ruprecht_154__khar__1,Ruprecht_154__dias__1"
508,258.93 ,7.76 ,0.44 ,0.57 ,0.34 ,0.40 ,3.89 ,0.72 ,2.98 ,0.10 ,784,874,830.29 ,830,19.67 ,-10.58 ,0.09 ,6.25 ,0.09 ,0.24 ,26,63.08 ,8.6,9.83 ,0.35 ,10.49 ,0.30 ,0
509,259.01 ,-3.44 ,0.78 ,1.04 ,0.59 ,0.43 ,-13.38 ,2.25 ,9.51 ,0.14 ,763,852,811.50 ,812,21.02 ,-4.81 ,0.11 ,10.22 ,0.11 ,0.33 ,45,85.09 ,7.75,10.92 ,0.30 ,11.60 ,0.27 ,"Pismis_2__khar__1,Pismis_2__dias__1,Majaess_99__dias__1"
510,259.01 ,0.32 ,1.11 ,1.33 ,0.93 ,0.31 ,15.84 ,5.79 ,26.35 ,0.08 ,697,819,756.61 ,756,26.64 ,-8.22 ,0.17 ,5.64 ,0.16 ,0.40 ,149,243.42 ,7.9,8.36 ,-0.06 ,8.36 ,-0.06 ,"Pismis_5__cgoc__1,ASCC_47__khar__1,DBSB_19__khar__1,FSR_1397__khar__1,Ruprecht_64__khar__1,Pismis_5__khar__1,Alessi_Teutsch_7__dias__1,Ruprecht_64__dias__1,Pismis_5__dias__1,Ruprecht_64__cocd__1"
511,259.15 ,3.26 ,1.06 ,1.30 ,0.87 ,0.33 ,-1.42 ,4.88 ,25.44 ,0.08 ,597,723,659.24 ,659,22.88 ,-8.55 ,0.13 ,3.59 ,0.12 ,0.34 ,69,111.97 ,7.65,5.69 ,-0.18 ,7.67 ,-0.21 ,"Teutsch_38__cgoc__3,ESO_313-11__khar__1,ASCC_49__khar__1,ESO_313_11__dias__1,Teutsch_38__dias__1"
512,260.19 ,-2.51 ,2.13 ,2.38 ,1.90 ,0.20 ,-7.95 ,15.49 ,70.70 ,0.32 ,660,875,762.43 ,753,52.95 ,-8.16 ,0.33 ,8.57 ,0.30 ,0.70 ,280,454.36 ,8.75,6.22 ,-0.02 ,9.47 ,-0.15 ,"Pismis_2__khar__1,ESO_312-03__khar__1,ESO_312-04__khar__1,SAI_90__khar__1,ESO_313-03__khar__1,Teutsch_64__khar__1,FSR_1401__khar__1,Pismis_2__dias__1,Majaess_99__dias__1,Majaess_101__dias__1,Majaess_104__dias__1,ESO_312_03__dias__1,FSR_1394__dias__1,ESO_312_04__dias__1,SAI_90__dias__1,ESO_313_03__dias__1,Teutsch_64__dias__1"
513,260.26 ,-10.17 ,1.53 ,1.58 ,1.48 ,0.06 ,-30.91 ,4.36 ,38.05 ,0.23 ,310,479,393.84 ,394,16.70 ,-4.70 ,0.22 ,8.98 ,0.29 ,0.66 ,368,434.71 ,7.1,5.15 ,-0.21 ,5.15 ,-0.21 ,"ESO_258-01__khar__1,ESO_258_01__dias__1"
514,260.40 ,-8.35 ,3.56 ,4.79 ,2.64 ,0.45 ,-8.85 ,7.27 ,75.31 ,0.14 ,241,428,331.51 ,332,22.66 ,-11.45 ,0.45 ,4.53 ,0.42 ,1.04 ,437,437.00 ,7.65,6.69 ,0.02 ,6.71 ,-0.15 ,"Pozzo_1__cgoc__2d,ESO_258-01__khar__1,ESO_311-14__khar__1,Ruprecht_154__khar__1,ESO_258_01__dias__1,ESO_311_14__dias__1,Ruprecht_154__dias__1,Collinder_173__dias__1,Pozzo_1__dias__1,Vel_OB2__cocd__1"
515,260.76 ,-7.40 ,1.89 ,2.37 ,1.51 ,0.36 ,-2.12 ,7.47 ,43.43 ,0.64 ,486,710,590.27 ,591,38.58 ,-6.39 ,0.22 ,7.31 ,0.24 ,0.52 ,134,185.29 ,7.6,6.00 ,-0.28 ,6.00 ,-0.28 ,"Ruprecht_154__khar__1,Ruprecht_154__dias__1,Collinder_173__dias__1"
516,262.16 ,1.28 ,2.02 ,2.49 ,1.63 ,0.35 ,18.20 ,4.63 ,16.93 ,0.62 ,854,1028,942.02 ,941,44.26 ,-5.61 ,0.29 ,3.81 ,0.32 ,0.69 ,637,1520.55 ,7,5.95 ,-0.15 ,5.95 ,-0.15 ,"Alessi_43__cgoc__3,Collinder_197__cgoc__3,Trumpler_10__cgoc__1,DBSB_21__khar__1,ESO_313-12__khar__1,Collinder_197__khar__1,NGC_2671__khar__1,Trumpler_10__khar__1,ASCC_50__khar__1,ESO_313_12__dias__1,Collinder_197__dias__1,NGC_2671__dias__1,Trumpler_10__dias__1,Alessi_43__dias__1,Trumpler_10__cocd__1"
